model,nbins,eweight,fweight,label,group,weight_type,train_or_test,row_type,ncount,mae,rmse,rsq
TaLinear,31,100.0,1.0,TaLinear_e100f1,*all,unweighted,training,force,12672.0,0.154358,0.306568,0.947424
TaLinear,31,100.0,1.0,TaLinear_e100f1,*all,unweighted,training,stress,2178.0,11281.5,49581.4,0.998981
TaLinear,31,100.0,1.0,TaLinear_e100f1,*all,weighted,training,energy,363.0,0.778251,1.42412,0.999992
TaLinear,31,100.0,1.0,TaLinear_e100f1,*all,weighted,training,force,12672.0,0.154358,0.306568,0.947424
TaLinear,31,100.0,1.0,TaLinear_e100f1,*all,weighted,training,stress,2178.0,1.12815e-08,4.95814e-08,0.998981
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk1,unweighted,training,energy,31.0,0.0144283,0.0180465,0.9958
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk1,unweighted,training,force,5526.0,0.262441,0.398632,0.902452
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk1,unweighted,training,stress,186.0,9140.1,17808.5,0.998909
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk1,weighted,training,energy,31.0,1.44283,1.80465,0.9958
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk1,weighted,training,force,5526.0,0.262441,0.398632,0.902452
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk1,weighted,training,stress,186.0,9.1401e-09,1.78085e-08,0.998909
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk10,unweighted,training,energy,31.0,0.00111171,0.00111878,0.999596
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk10,unweighted,training,force,186.0,0.000118041,0.000154344,0.594991
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk10,unweighted,training,stress,186.0,7375.27,9535.34,0.999722
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk10,weighted,training,energy,31.0,0.111171,0.111878,0.999596
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk10,weighted,training,force,186.0,0.000118041,0.000154344,0.594991
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk10,weighted,training,stress,186.0,7.37527e-09,9.53534e-09,0.999722
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk11,unweighted,training,energy,31.0,0.0043605,0.0103831,0.999976
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk11,unweighted,training,force,192.0,9.27686e-05,0.000136871,0.601584
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk11,unweighted,training,stress,186.0,6880.12,9694.7,0.999721
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk11,weighted,training,energy,31.0,0.43605,1.03831,0.999976
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk11,weighted,training,force,192.0,9.27686e-05,0.000136871,0.601584
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk11,weighted,training,stress,186.0,6.88012e-09,9.6947e-09,0.999721
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk12,unweighted,training,energy,22.0,0.0261141,0.0320938,0.999994
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk12,unweighted,training,force,198.0,6.12305e-15,9.73747e-15,-0.0564268
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk12,unweighted,training,stress,132.0,67001.1,195219.0,0.998602
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk12,weighted,training,energy,22.0,2.61141,3.20938,0.999994
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk12,weighted,training,force,198.0,6.12305e-15,9.73747e-15,-0.0564268
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk12,weighted,training,stress,132.0,6.70011e-08,1.95219e-07,0.998602
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk2,unweighted,training,energy,31.0,0.0144711,0.0166822,0.969084
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk2,unweighted,training,force,2760.0,0.147943,0.321824,0.971547
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk2,unweighted,training,stress,186.0,4395.1,6604.19,0.999458
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk2,weighted,training,energy,31.0,1.44711,1.66822,0.969084
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk2,weighted,training,force,2760.0,0.147943,0.321824,0.971547
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk2,weighted,training,stress,186.0,4.3951e-09,6.60419e-09,0.999458
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk3,unweighted,training,energy,31.0,0.0121366,0.0153385,0.999894
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk3,unweighted,training,force,1656.0,0.0587149,0.127648,0.992512
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk3,unweighted,training,stress,186.0,5036.67,9122.66,0.999556
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk3,weighted,training,energy,31.0,1.21366,1.53385,0.999894
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk3,weighted,training,force,1656.0,0.0587149,0.127648,0.992512
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk3,weighted,training,stress,186.0,5.03667e-09,9.12266e-09,0.999556
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk4,unweighted,training,energy,31.0,0.0104059,0.0205305,0.999979
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk4,unweighted,training,force,540.0,5.60872e-05,0.000127118,0.633373
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk4,unweighted,training,stress,186.0,10852.8,18369.6,0.999474
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk4,weighted,training,energy,31.0,1.04059,2.05305,0.999979
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk4,weighted,training,force,540.0,5.60872e-05,0.000127118,0.633373
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk4,weighted,training,stress,186.0,1.08528e-08,1.83696e-08,0.999474
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk5,unweighted,training,energy,31.0,0.000278386,0.00034774,0.999345
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk5,unweighted,training,force,372.0,0.000111365,0.00016839,0.713703
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk5,unweighted,training,stress,186.0,9161.08,12312.7,0.999459
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk5,weighted,training,energy,31.0,0.0278386,0.034774,0.999345
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk5,weighted,training,force,372.0,0.000111365,0.00016839,0.713703
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk5,weighted,training,stress,186.0,9.16108e-09,1.23127e-08,0.999459
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk6,unweighted,training,energy,31.0,0.000351903,0.000419287,0.999475
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk6,unweighted,training,force,372.0,0.000124494,0.000178817,0.778146
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk6,unweighted,training,stress,186.0,8908.8,11896.4,0.9995
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk6,weighted,training,energy,31.0,0.0351903,0.0419287,0.999475
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk6,weighted,training,force,372.0,0.000124494,0.000178817,0.778146
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk6,weighted,training,stress,186.0,8.9088e-09,1.18964e-08,0.9995
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk7,unweighted,training,energy,31.0,0.00639383,0.0130977,0.999971
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk7,unweighted,training,force,384.0,8.436e-05,0.00014687,0.788816
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk7,unweighted,training,stress,186.0,8743.39,13083.8,0.99968
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk7,weighted,training,energy,31.0,0.639383,1.30977,0.999971
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk7,weighted,training,force,384.0,8.436e-05,0.00014687,0.788816
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk7,weighted,training,stress,186.0,8.74339e-09,1.30838e-08,0.99968
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk8,unweighted,training,energy,31.0,0.0074506,0.0100383,0.999997
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk8,unweighted,training,force,300.0,2.28922e-05,6.77604e-05,0.556187
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk8,unweighted,training,stress,186.0,6743.11,14810.6,0.999761
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk8,weighted,training,energy,31.0,0.74506,1.00383,0.999997
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk8,weighted,training,force,300.0,2.28922e-05,6.77604e-05,0.556187
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk8,weighted,training,stress,186.0,6.74311e-09,1.48106e-08,0.999761
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk9,unweighted,training,energy,31.0,0.00120933,0.0012119,0.998571
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk9,unweighted,training,force,186.0,9.72021e-05,0.000145419,0.565803
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk9,unweighted,training,stress,186.0,7317.38,9491.86,0.999721
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk9,weighted,training,energy,31.0,0.120933,0.12119,0.998571
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk9,weighted,training,force,186.0,9.72021e-05,0.000145419,0.565803
TaLinear,31,100.0,1.0,TaLinear_e100f1,talinear_chunk9,weighted,training,stress,186.0,7.31738e-09,9.49186e-09,0.999721
TaLinear,31,1.0,10.0,TaLinear_e1f10,*all,unweighted,training,energy,363.0,0.30151,0.895073,0.96773
TaLinear,31,1.0,10.0,TaLinear_e1f10,*all,unweighted,training,force,12672.0,0.0668049,0.141195,0.988847
TaLinear,31,1.0,10.0,TaLinear_e1f10,*all,unweighted,training,stress,2178.0,83163.9,512292.0,0.891256
TaLinear,31,1.0,10.0,TaLinear_e1f10,*all,weighted,training,energy,363.0,0.30151,0.895073,0.96773
TaLinear,31,1.0,10.0,TaLinear_e1f10,*all,weighted,training,force,12672.0,0.668049,1.41195,0.988847
TaLinear,31,1.0,10.0,TaLinear_e1f10,*all,weighted,training,stress,2178.0,8.31639e-08,5.12292e-07,0.891256
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk1,unweighted,training,energy,31.0,0.0378022,0.0410511,0.978266
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk1,unweighted,training,force,5526.0,0.121305,0.201025,0.975193
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk1,unweighted,training,stress,186.0,14168.7,21613.6,0.998393
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk1,weighted,training,energy,31.0,0.0378022,0.0410511,0.978266
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk1,weighted,training,force,5526.0,1.21305,2.01025,0.975193
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk1,weighted,training,stress,186.0,1.41687e-08,2.16136e-08,0.998393
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk10,unweighted,training,energy,31.0,0.0336983,0.033711,0.633569
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk10,unweighted,training,force,186.0,2.81341e-05,3.64151e-05,0.977455
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk10,unweighted,training,stress,186.0,4237.44,5703.05,0.999901
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk10,weighted,training,energy,31.0,0.0336983,0.033711,0.633569
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk10,weighted,training,force,186.0,0.000281341,0.000364151,0.977455
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk10,weighted,training,stress,186.0,4.23744e-09,5.70305e-09,0.999901
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk11,unweighted,training,energy,31.0,0.163752,0.703345,0.889039
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk11,unweighted,training,force,192.0,1.98813e-05,2.94557e-05,0.981547
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk11,unweighted,training,stress,186.0,14770.9,53021.0,0.991642
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk11,weighted,training,energy,31.0,0.163752,0.703345,0.889039
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk11,weighted,training,force,192.0,0.000198813,0.000294557,0.981547
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk11,weighted,training,stress,186.0,1.47709e-08,5.3021e-08,0.991642
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk12,unweighted,training,energy,22.0,2.29039,3.00982,0.949156
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk12,unweighted,training,force,198.0,6.4745e-15,1.00734e-14,-0.130586
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk12,unweighted,training,stress,132.0,949345.0,2047900.0,0.846191
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk12,weighted,training,energy,22.0,2.29039,3.00982,0.949156
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk12,weighted,training,force,198.0,6.4745e-14,1.00734e-13,-0.130586
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk12,weighted,training,stress,132.0,9.49345e-07,2.0479e-06,0.846191
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk2,unweighted,training,energy,31.0,0.102902,0.104006,-0.201669
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk2,unweighted,training,force,2760.0,0.0452161,0.0927666,0.997636
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk2,unweighted,training,stress,186.0,1881.08,3095.09,0.999881
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk2,weighted,training,energy,31.0,0.102902,0.104006,-0.201669
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk2,weighted,training,force,2760.0,0.452161,0.927666,0.997636
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk2,weighted,training,stress,186.0,1.88108e-09,3.09509e-09,0.999881
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk3,unweighted,training,energy,31.0,0.0610237,0.0663228,0.998022
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk3,unweighted,training,force,1656.0,0.030973,0.0579776,0.998455
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk3,unweighted,training,stress,186.0,14284.5,46620.4,0.988392
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk3,weighted,training,energy,31.0,0.0610237,0.0663228,0.998022
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk3,weighted,training,force,1656.0,0.30973,0.579776,0.998455
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk3,weighted,training,stress,186.0,1.42845e-08,4.66204e-08,0.988392
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk4,unweighted,training,energy,31.0,0.482667,0.759407,0.971661
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk4,unweighted,training,force,540.0,4.02385e-05,9.53775e-05,0.793604
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk4,unweighted,training,stress,186.0,80476.5,167363.0,0.956374
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk4,weighted,training,energy,31.0,0.482667,0.759407,0.971661
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk4,weighted,training,force,540.0,0.000402385,0.000953775,0.793604
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk4,weighted,training,stress,186.0,8.04765e-08,1.67363e-07,0.956374
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk5,unweighted,training,energy,31.0,0.0597108,0.0597138,-18.308
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk5,unweighted,training,force,372.0,8.47391e-05,0.000123957,0.844857
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk5,unweighted,training,stress,186.0,20360.4,28070.2,0.997186
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk5,weighted,training,energy,31.0,0.0597108,0.0597138,-18.308
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk5,weighted,training,force,372.0,0.000847391,0.00123957,0.844857
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk5,weighted,training,stress,186.0,2.03604e-08,2.80702e-08,0.997186
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk6,unweighted,training,energy,31.0,0.058488,0.058492,-9.21863
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk6,unweighted,training,force,372.0,0.000101624,0.000147831,0.848372
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk6,unweighted,training,stress,186.0,21196.2,29158.7,0.996998
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk6,weighted,training,energy,31.0,0.058488,0.058492,-9.21863
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk6,weighted,training,force,372.0,0.00101624,0.00147831,0.848372
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk6,weighted,training,stress,186.0,2.11962e-08,2.91587e-08,0.996998
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk7,unweighted,training,energy,31.0,0.100156,0.260409,0.988476
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk7,unweighted,training,force,384.0,6.51224e-05,0.000116744,0.866568
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk7,unweighted,training,stress,186.0,29834.3,67552.7,0.991457
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk7,weighted,training,energy,31.0,0.100156,0.260409,0.988476
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk7,weighted,training,force,384.0,0.000651224,0.00116744,0.866568
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk7,weighted,training,stress,186.0,2.98343e-08,6.75527e-08,0.991457
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk8,unweighted,training,energy,31.0,0.772046,1.33678,0.945514
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk8,unweighted,training,force,300.0,5.90762e-06,1.7239e-05,0.971274
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk8,unweighted,training,stress,186.0,94889.4,238900.0,0.937741
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk8,weighted,training,energy,31.0,0.772046,1.33678,0.945514
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk8,weighted,training,force,300.0,5.90762e-05,0.00017239,0.971274
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk8,weighted,training,stress,186.0,9.48894e-08,2.389e-07,0.937741
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk9,unweighted,training,energy,31.0,0.0329001,0.0329045,-0.0530845
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk9,unweighted,training,force,186.0,2.48023e-05,3.66401e-05,0.972435
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk9,unweighted,training,stress,186.0,3993.92,5357.31,0.999911
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk9,weighted,training,energy,31.0,0.0329001,0.0329045,-0.0530845
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk9,weighted,training,force,186.0,0.000248023,0.000366401,0.972435
TaLinear,31,1.0,10.0,TaLinear_e1f10,talinear_chunk9,weighted,training,stress,186.0,3.99392e-09,5.35731e-09,0.999911
